Logged started on,24/07/2020 16:18:15
Feature,Magnetometer
Nodes,AM1V310 @394D30

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
24/07/2020 16:21:37.676,202454,AM1V310 @394D30,90162,3DFE96FE10FF,-451,-362,-240
24/07/2020 16:21:37.736,202502,AM1V310 @394D30,90168,43FEA0FE0FFF,-445,-352,-241
24/07/2020 16:21:37.766,202531,AM1V310 @394D30,90174,46FE9AFE06FF,-442,-358,-250
24/07/2020 16:21:37.826,202591,AM1V310 @394D30,90180,4AFE99FE0FFF,-438,-359,-241
24/07/2020 16:21:37.885,202651,AM1V310 @394D30,90187,4FFE93FE15FF,-433,-365,-235
24/07/2020 16:21:37.916,202681,AM1V310 @394D30,90193,55FE84FE16FF,-427,-380,-234
24/07/2020 16:21:37.976,202741,AM1V310 @394D30,90199,52FE97FE1EFF,-430,-361,-226
24/07/2020 16:21:38.036,202802,AM1V310 @394D30,90205,4CFE91FE1CFF,-436,-367,-228
24/07/2020 16:21:38.066,202831,AM1V310 @394D30,90212,38FE9AFE27FF,-456,-358,-217
24/07/2020 16:21:38.125,202890,AM1V310 @394D30,90218,41FEA0FE28FF,-447,-352,-216
24/07/2020 16:21:38.255,203021,AM1V310 @394D30,90224,62FE90FEEFFE,-414,-368,-273
24/07/2020 16:21:38.255,203022,AM1V310 @394D30,90230,B8FE94FEA0FE,-328,-364,-352
24/07/2020 16:21:38.284,203050,AM1V310 @394D30,90237,E3FE70FE6BFE,-285,-400,-405
24/07/2020 16:21:38.343,203109,AM1V310 @394D30,90243,60FF13FE6EFE,-160,-493,-402
24/07/2020 16:21:38.366,203132,AM1V310 @394D30,90249,1600FDFD6BFE,22,-515,-405
24/07/2020 16:21:38.425,203191,AM1V310 @394D30,90255,8B0031FE5EFE,139,-463,-418
24/07/2020 16:21:38.485,203250,AM1V310 @394D30,90262,D9006DFE76FE,217,-403,-394
24/07/2020 16:21:38.515,203280,AM1V310 @394D30,90268,C40073FE6BFE,196,-397,-405
24/07/2020 16:21:38.575,203341,AM1V310 @394D30,90274,720067FE56FE,114,-409,-426
24/07/2020 16:21:38.635,203400,AM1V310 @394D30,90280,39005EFE50FE,57,-418,-432
24/07/2020 16:21:38.665,203431,AM1V310 @394D30,90287,0A0054FE53FE,10,-428,-429
24/07/2020 16:21:38.725,203490,AM1V310 @394D30,90293,9FFF57FE5FFE,-97,-425,-417
24/07/2020 16:21:38.785,203550,AM1V310 @394D30,90299,69FF61FE65FE,-151,-415,-411
24/07/2020 16:21:38.815,203581,AM1V310 @394D30,90305,FEFE7BFE88FE,-258,-389,-376
24/07/2020 16:21:38.875,203640,AM1V310 @394D30,90312,C8FE8AFE8CFE,-312,-374,-372
24/07/2020 16:21:38.935,203700,AM1V310 @394D30,90318,A7FE9DFEA9FE,-345,-355,-343
24/07/2020 16:21:38.966,203731,AM1V310 @394D30,90324,97FEA6FEB9FE,-361,-346,-327
24/07/2020 16:21:39.025,203791,AM1V310 @394D30,90330,73FEAEFEC4FE,-397,-338,-316
24/07/2020 16:21:39.115,203881,AM1V310 @394D30,90337,68FEB2FED7FE,-408,-334,-297
24/07/2020 16:21:39.118,203883,AM1V310 @394D30,90343,56FEC3FED9FE,-426,-317,-295
24/07/2020 16:21:39.176,203941,AM1V310 @394D30,90349,52FEBEFEEBFE,-430,-322,-277
24/07/2020 16:21:39.235,204001,AM1V310 @394D30,90355,4AFEBDFEE8FE,-438,-323,-280
24/07/2020 16:21:39.266,204031,AM1V310 @394D30,90362,52FEBBFEE9FE,-430,-325,-279
24/07/2020 16:21:39.355,204120,AM1V310 @394D30,90368,64FEBAFEDCFE,-412,-326,-292
24/07/2020 16:21:39.385,204150,AM1V310 @394D30,90374,59FEBBFED7FE,-423,-325,-297
24/07/2020 16:21:39.415,204180,AM1V310 @394D30,90380,4CFECCFED3FE,-436,-308,-301
24/07/2020 16:21:39.475,204240,AM1V310 @394D30,90387,47FEDCFED4FE,-441,-292,-300
24/07/2020 16:21:39.535,204300,AM1V310 @394D30,90393,46FEDFFECBFE,-442,-289,-309
24/07/2020 16:21:39.565,204331,AM1V310 @394D30,90399,4DFEE5FED6FE,-435,-283,-298
24/07/2020 16:21:39.625,204390,AM1V310 @394D30,90405,47FED9FEDFFE,-441,-295,-289
24/07/2020 16:21:39.685,204451,AM1V310 @394D30,90412,46FED8FEDFFE,-442,-296,-289
24/07/2020 16:21:39.715,204480,AM1V310 @394D30,90418,49FED6FED9FE,-439,-298,-295
24/07/2020 16:21:39.775,204540,AM1V310 @394D30,90424,47FED2FEDCFE,-441,-302,-292
24/07/2020 16:21:39.835,204600,AM1V310 @394D30,90430,46FED5FEDCFE,-442,-299,-292
24/07/2020 16:21:39.865,204631,AM1V310 @394D30,90437,43FECFFED9FE,-445,-305,-295
24/07/2020 16:21:39.926,204691,AM1V310 @394D30,90443,44FEDBFED6FE,-444,-293,-298
24/07/2020 16:21:39.985,204751,AM1V310 @394D30,90449,46FED6FECEFE,-442,-298,-306
24/07/2020 16:21:40.015,204780,AM1V310 @394D30,90455,47FED5FED7FE,-441,-299,-297
24/07/2020 16:21:40.075,204840,AM1V310 @394D30,90462,3EFEDFFED6FE,-450,-289,-298
24/07/2020 16:21:40.135,204901,AM1V310 @394D30,90468,41FEDEFED6FE,-447,-290,-298
24/07/2020 16:21:40.166,204931,AM1V310 @394D30,90474,46FED6FEE0FE,-442,-298,-288
24/07/2020 16:21:40.225,204990,AM1V310 @394D30,90480,46FEDCFED6FE,-442,-292,-298
24/07/2020 16:21:40.285,205051,AM1V310 @394D30,90487,3AFED8FED6FE,-454,-296,-298
24/07/2020 16:21:40.315,205080,AM1V310 @394D30,90493,49FED8FEDCFE,-439,-296,-292
24/07/2020 16:21:40.375,205140,AM1V310 @394D30,90499,40FED9FEE0FE,-448,-295,-288
24/07/2020 16:21:40.435,205201,AM1V310 @394D30,90505,43FED8FED9FE,-445,-296,-295
24/07/2020 16:21:40.465,205231,AM1V310 @394D30,90512,3DFED3FEDDFE,-451,-301,-291
24/07/2020 16:21:40.526,205291,AM1V310 @394D30,90518,46FEDEFEDCFE,-442,-290,-292
24/07/2020 16:21:40.586,205351,AM1V310 @394D30,90524,41FECDFEDFFE,-447,-307,-289
24/07/2020 16:21:40.615,205380,AM1V310 @394D30,90530,49FED2FEE8FE,-439,-302,-280
24/07/2020 16:21:40.676,205441,AM1V310 @394D30,90537,40FECAFEEBFE,-448,-310,-277
24/07/2020 16:21:40.736,205501,AM1V310 @394D30,90543,47FECAFEEBFE,-441,-310,-277
24/07/2020 16:21:40.765,205531,AM1V310 @394D30,90549,47FEC7FEE8FE,-441,-313,-280
