Logged started on,27/07/2020 15:41:51
Feature,Magnetometer
Nodes,AM1V310 @394D30

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
27/07/2020 15:45:24.517,212695,AM1V310 @394D30,36942,32FECAFD4FFF,-462,-566,-177
27/07/2020 15:45:24.577,212743,AM1V310 @394D30,36948,2EFED1FD51FF,-466,-559,-175
27/07/2020 15:45:24.606,212772,AM1V310 @394D30,36954,2BFED4FD5DFF,-469,-556,-163
27/07/2020 15:45:24.666,212832,AM1V310 @394D30,36961,1FFEDCFD49FF,-481,-548,-183
27/07/2020 15:45:24.728,212893,AM1V310 @394D30,36967,20FED7FD46FF,-480,-553,-186
27/07/2020 15:45:24.757,212923,AM1V310 @394D30,36973,19FEE3FD45FF,-487,-541,-187
27/07/2020 15:45:24.818,212983,AM1V310 @394D30,36979,17FEDFFD3CFF,-489,-545,-196
27/07/2020 15:45:24.877,213043,AM1V310 @394D30,36986,16FEEFFD2EFF,-490,-529,-210
27/07/2020 15:45:24.906,213072,AM1V310 @394D30,36992,02FE10FE19FF,-510,-496,-231
27/07/2020 15:45:24.971,213137,AM1V310 @394D30,36998,EFFD4EFE0FFF,-529,-434,-241
27/07/2020 15:45:25.028,213193,AM1V310 @394D30,37004,44FE42FE9DFE,-444,-446,-355
27/07/2020 15:45:25.057,213222,AM1V310 @394D30,37011,DDFE15FE80FE,-291,-491,-384
27/07/2020 15:45:25.117,213283,AM1V310 @394D30,37017,A2FF25FE8EFE,-94,-475,-370
27/07/2020 15:45:25.177,213343,AM1V310 @394D30,37023,1E0033FEA9FE,30,-461,-343
27/07/2020 15:45:25.206,213372,AM1V310 @394D30,37029,91004BFEACFE,145,-437,-340
27/07/2020 15:45:25.266,213432,AM1V310 @394D30,37036,FA006CFEBFFE,250,-404,-321
27/07/2020 15:45:25.328,213493,AM1V310 @394D30,37042,ED0082FEA6FE,237,-382,-346
27/07/2020 15:45:25.357,213522,AM1V310 @394D30,37048,C10078FE8EFE,193,-392,-370
27/07/2020 15:45:25.417,213583,AM1V310 @394D30,37054,5E005EFE7FFE,94,-418,-385
27/07/2020 15:45:25.477,213643,AM1V310 @394D30,37061,670049FE91FE,103,-439,-367
27/07/2020 15:45:25.506,213672,AM1V310 @394D30,37067,27003DFEA1FE,39,-451,-351
27/07/2020 15:45:25.567,213733,AM1V310 @394D30,37073,CCFF52FE9AFE,-52,-430,-358
27/07/2020 15:45:25.628,213793,AM1V310 @394D30,37079,6AFF66FE9AFE,-150,-410,-358
27/07/2020 15:45:25.658,213823,AM1V310 @394D30,37086,2DFF78FEADFE,-211,-392,-339
27/07/2020 15:45:25.716,213882,AM1V310 @394D30,37092,EBFE97FEB8FE,-277,-361,-328
27/07/2020 15:45:25.776,213942,AM1V310 @394D30,37098,C8FEA0FEC8FE,-312,-352,-312
27/07/2020 15:45:25.806,213972,AM1V310 @394D30,37104,C2FEACFED3FE,-318,-340,-301
27/07/2020 15:45:25.897,214063,AM1V310 @394D30,37111,B8FEABFEE6FE,-328,-341,-282
27/07/2020 15:45:25.927,214093,AM1V310 @394D30,37117,BCFE9DFEF5FE,-324,-355,-267
27/07/2020 15:45:25.959,214125,AM1V310 @394D30,37123,AFFE9FFE03FF,-337,-353,-253
27/07/2020 15:45:26.017,214183,AM1V310 @394D30,37129,A6FE99FE12FF,-346,-359,-238
27/07/2020 15:45:26.077,214243,AM1V310 @394D30,37136,A0FE93FE0FFF,-352,-365,-241
27/07/2020 15:45:26.106,214272,AM1V310 @394D30,37142,A7FE99FE0DFF,-345,-359,-243
27/07/2020 15:45:26.167,214333,AM1V310 @394D30,37148,A4FE9CFE0AFF,-348,-356,-246
27/07/2020 15:45:26.227,214392,AM1V310 @394D30,37154,A9FEA6FEFEFE,-343,-346,-258
27/07/2020 15:45:26.257,214423,AM1V310 @394D30,37161,A6FEA6FEFDFE,-346,-346,-259
27/07/2020 15:45:26.319,214484,AM1V310 @394D30,37167,A1FEACFE00FF,-351,-340,-256
27/07/2020 15:45:26.377,214543,AM1V310 @394D30,37173,A9FEACFEFAFE,-343,-340,-262
27/07/2020 15:45:26.406,214572,AM1V310 @394D30,37179,ADFEA9FE0CFF,-339,-343,-244
27/07/2020 15:45:26.467,214633,AM1V310 @394D30,37186,AFFEA5FE0AFF,-337,-347,-246
