Std_X,Std_Z,Type
428.0070325027323,541.9235298263835,Jete
432.98018458574114,564.8618307204675,Jete
568.9895223785553,578.8131560958767,Jete
611.449773755642,582.5309462194291,Jete
301.38477359710913,382.8502998414153,Jete
562.8023859311153,534.5639139043903,Jete
590.7769759024216,481.3367577476026,Jete
396.95295149227366,577.8328631718102,Jete
640.5392470622132,661.6028493970762,Jete
582.7259108530246,456.0595433178457,Jete
