Mean_X,Mean_Y,Mean_Z,Std_X,Std_Y,Std_Z,Type
726.195652173913,307.45652173913044,-122.54347826086956,1013.5558224952435,733.9167590256704,453.04945555506845,Pas-de-chat
732.95,100.625,-140.45,683.9775431161313,933.5757200141829,474.6313522227756,Pas-de-chat
884.219512195122,170.4390243902439,-45.75609756097561,735.0952153359154,992.1088158256756,538.0634618931026,Pas-de-chat
815.5277777777778,268.80555555555554,74.22222222222223,804.4844129222894,925.4170895777426,527.8842465709482,Pas-de-chat
746.560975609756,220.0,-28.390243902439025,1026.6460210018959,743.3977401095593,424.3959164535387,Pas-de-chat
833.9772727272727,192.8409090909091,-10.295454545454545,833.1882304608218,898.4266853701535,521.9542250064791,Pas-de-chat
822.6964285714286,311.89285714285717,-83.42857142857143,805.903714520489,716.7256018251952,448.8359026776574,Pas-de-chat
885.6666666666666,243.0952380952381,-14.833333333333334,778.9630589151653,994.5593903595608,656.140523195193,Pas-de-chat
617.2285714285714,235.25714285714287,-106.0,938.4026191514238,864.8682097106281,530.7470318001843,Pas-de-chat
825.4,199.55,-132.825,771.2520556428574,861.5251517973733,594.7747639836401,Pas-de-chat
664.1935483870968,-58.354838709677416,-90.96774193548387,1015.3702582261914,989.6765649573634,645.0393002947426,Pas-de-chat
860.6176470588235,298.6764705882353,19.647058823529413,788.5391177901101,997.8398098373589,753.7330080441815,Pas-de-chat
747.9714285714285,279.8,10.82857142857143,871.6966716667893,980.3059186384864,742.4965234901495,Pas-de-chat
713.8918918918919,279.9189189189189,-98.54054054054055,988.325541953094,826.2854759026613,551.1676289979803,Pas-de-chat
848.4166666666666,267.52777777777777,7.361111111111111,911.3180525245523,808.6442440851623,726.1716897648055,Pas-de-chat
875.1,169.24,-78.74,700.4819696437007,824.2103347558603,493.9739648596712,Pas-de-chat
876.8571428571429,49.82857142857143,7.628571428571429,854.5505919989255,875.8267182132173,615.5746758213863,Pas-de-chat
934.9166666666666,107.25,24.708333333333332,753.9999106420549,836.6983365484712,517.7590813419469,Pas-de-chat
716.6428571428571,157.95238095238096,-19.214285714285715,931.09161796533,900.4910300708692,538.023597982526,Pas-de-chat
899.6046511627907,187.1860465116279,-130.88372093023256,832.01147941757,919.4492465294221,556.0140546914228,Pas-de-chat
887.5853658536586,65.95121951219512,-68.1219512195122,809.0469385520768,942.3877108499322,591.0056765853417,Pas-de-chat
868.3802816901408,79.12676056338029,-127.6056338028169,646.5684886095028,642.7452490145569,329.2359327235991,Pas-de-chat
725.4324324324324,64.1891891891892,-64.08108108108108,904.010341034159,869.0412929019934,418.52474892826285,Pas-de-chat
706.2941176470588,251.2058823529412,30.5,961.9229645149964,883.8144868902504,596.6441124906011,Pas-de-chat
915.4848484848485,232.1818181818182,180.72727272727272,927.1330177357279,1058.104834555202,968.7302989199081,Pas-de-chat
496.7931034482759,223.75862068965517,-13.03448275862069,1041.925257098277,880.0415840488291,584.3750314138186,Pas-de-chat
822.081081081081,287.56756756756755,70.91891891891892,903.2443491959162,996.3661347489058,602.223674687698,Pas-de-chat
1022.9818181818182,173.85454545454544,-102.61818181818182,341.6552025669702,667.763387296834,481.61162664802737,Jete
1028.2916666666667,148.3125,42.354166666666664,401.949820004212,639.3118360160499,512.3404158217436,Jete
935.0188679245283,138.1320754716981,-140.47169811320754,525.6683837146337,609.4130226870851,553.3611494165445,Jete
1002.3191489361702,153.14893617021278,11.829787234042554,501.88748550208715,689.2321177356791,589.7408538888974,Jete
993.170731707317,236.78048780487805,-112.34146341463415,531.9921946062284,665.1729666859259,618.1209270747958,Jete
940.2608695652174,221.06521739130434,-62.67391304347826,657.7913020871051,579.5236128704302,552.0713743851052,Jete
1009.8913043478261,217.19565217391303,-45.28260869565217,415.32441019097723,647.2136387645879,493.04079898989994,Jete
1019.5,-11.285714285714286,0.6666666666666666,544.9452087024941,720.9352762029804,624.4605346613937,Jete
1098.265306122449,205.18367346938774,-51.265306122448976,399.22094840609066,920.0700307012277,724.4823374747829,Jete
1122.32,154.28,-28.34,403.3635844055457,796.5103747867051,560.8862378742544,Jete
1003.15,45.1,-31.3,489.13186046614976,852.4688068584484,321.89289507138227,Jete
989.3333333333334,152.35416666666666,-34.916666666666664,434.77019282303144,697.5128303428603,589.1292829733876,Jete
1005.5217391304348,188.47826086956522,-9.869565217391305,419.6035027462333,672.0524033512874,443.4192703022302,Jete
948.9272727272727,144.23636363636365,-74.8,442.4626728154781,624.3930375331433,552.2057252174799,Jete
957.828125,119.15625,-87.5625,428.8093354633917,618.16790801529,466.10298865352286,Jete
1004.4666666666667,108.11111111111111,19.666666666666668,348.75809537688025,684.9971540160595,600.2256772551169,Jete
995.34,97.16,-162.42,442.5555936482871,720.3269767747058,640.0778680308024,Jete
960.05,53.9,-131.73333333333332,450.272965233689,699.4101073798439,500.70014933892577,Jete
948.0769230769231,60.59615384615385,-182.94230769230768,517.4074075033778,664.860865869927,500.71699233225195,Jete
978.9782608695652,209.5,17.47826086956522,603.3385078647506,437.87993027008366,585.2691589395405,Jete
1095.9545454545455,108.9090909090909,-50.5,378.86936783782755,740.359774835521,559.1715841001903,Jete
1069.051282051282,15.051282051282051,-10.820512820512821,515.0601880372278,662.3625159715052,599.7324785968663,Jete
944.6626506024096,190.84337349397592,-94.01204819277109,388.0086834931139,576.1984219957844,330.2956729362162,Jete
950.8026315789474,124.82894736842105,-74.89473684210526,370.6876499961241,514.5218463300438,381.47092782010253,Jete
1008.9574468085107,59.91489361702128,-32.170212765957444,538.204339627004,703.5204588906466,419.4647375524595,Jete
1118.4166666666667,28.0625,-36.541666666666664,382.94901795749513,733.6601452829476,669.7129889651628,Jete
1075.1739130434783,86.58695652173913,-34.5,404.05336855133527,774.3736845875139,634.4739816047096,Jete
1006.8235294117648,55.88235294117647,-91.07843137254902,404.5232604378815,659.2374882258691,467.5002820592627,Jete
1137.3469387755101,131.26530612244898,-107.6734693877551,359.36834347576723,700.1137340791555,510.137824014056,Jete
1020.7021276595744,124.85106382978724,19.25531914893617,497.9739348379425,699.153089496994,505.8735650632352,Jete
1037.061224489796,130.6734693877551,-109.87755102040816,354.72738406669816,773.4058170347113,512.7388318568015,Jete
1067.0222222222221,32.111111111111114,90.31111111111112,482.36733875227253,758.4027540652379,637.7134516886457,Jete
1041.725,58.625,-33.475,442.8833259275126,860.9252234570755,550.3848531150377,Jete
942.2826086956521,145.95652173913044,-69.91304347826087,444.88443758119075,698.9836735184955,497.8227630207788,Jete
978.6190476190476,132.26190476190476,19.095238095238095,503.5091954197475,764.6271228840512,564.2263777444518,Jete
1077.4146341463415,60.68292682926829,59.5609756097561,450.68680786160996,652.622763892909,585.430442015979,Jete
1007.804347826087,175.65217391304347,-50.58695652173913,513.9316694557411,598.3949352649341,580.3265967859805,Jete
