Std_X,Std_Z,Type
450.12709316369745,408.5381623890296,Jete
552.2615918865043,330.87127286355525,Jete
480.54505638858893,334.33308205455467,Jete
444.3201352355727,471.46294521639896,Jete
510.4384163578789,500.9922672995457,Jete
483.821371406421,392.5818431423725,Jete
371.86419808605115,458.60712483507587,Jete
530.5998732474369,528.1427992496792,Jete
480.1207677108975,412.4061903912401,Jete
447.33172889442534,309.2732666323642,Jete
500.66285939790646,422.0927854301648,Jete
