Std_X,Std_Z,Type
899.5533552082372,582.2615976956982,Pas-de-chat
760.1969334765439,433.2497275914169,Pas-de-chat
921.8841309006526,569.2594997223969,Pas-de-chat
824.489207595403,495.3349307864528,Pas-de-chat
742.7636786710436,337.26219720170104,Pas-de-chat
741.6998134288683,435.9291330700823,Pas-de-chat
785.0050390993752,447.54834489809144,Pas-de-chat
664.236483445253,392.48207654337716,Pas-de-chat
895.274868914062,481.0782378623477,Pas-de-chat
865.2941618632486,449.15429962758856,Pas-de-chat
